source,target,weight
"WOODWARD, James (bbti_77895)","BAKER, John (bbti_3052)",1
"Robinson, Jonathan (19565519)","Parkhurst, Thomas (13724886)",4
"Robinson, Jonathan (19565519)","Leach, D. (39337317)",1
"Robinson, Jonathan (19565519)","Mortlock, Henry (26078421)",1
"Robinson, Jonathan (19565519)","ILIVE, Thomas (bbti_108069)",1
"Robinson, Jonathan (19565519)","Cockerill, Thomas (44183431)",1
"SMITH, Ralph (bbti_64335)","MANSHIP, Samuel (bbti_104724)",3
"SMITH, Ralph (bbti_64335)","PARKER, Richard (bbti_52439)",3
"SMITH, Ralph (bbti_64335)","BONWICKE, Rebecca (bbti_7688)",3
"SMITH, Ralph (bbti_64335)","FREEMAN, William (bbti_105242)",3
"SMITH, Ralph (bbti_64335)","Leach, D. (39337317)",1
"SMITH, Ralph (bbti_64335)","Round, J. (34044423)",2
"SMITH, Ralph (bbti_64335)","Lintott, Bernard (34509981)",1
"SMITH, Ralph (bbti_64335)","SPRINT, John (bbti_108120)",1
"TURNER, William (bbti_70987)","BASSET, Richard (bbti_4498)",3
"TURNER, William (bbti_70987)","CHANTRY, John (bbti_13063)",2
"TURNER, William (bbti_70987)",assigns of Richard and Edward Atkins (121292554),1
"MANSHIP, Samuel (bbti_104724)","PARKER, Richard (bbti_52439)",3
"MANSHIP, Samuel (bbti_104724)","BONWICKE, Rebecca (bbti_7688)",3
"MANSHIP, Samuel (bbti_104724)","FREEMAN, William (bbti_105242)",3
"MANSHIP, Samuel (bbti_104724)","Bonwicke, Henry (73741053)",2
"MANSHIP, Samuel (bbti_104724)","WALFORD, Benjamin (bbti_107857)",1
"MATTHEWS, John (bbti_132753)","HELDER, Thomas (bbti_32731)",1
"Cliff, N. (9729889)","Taylor, W. (1565494)",1
"Cliff, N. (9729889)","Midwinter, Daniel, active 1698-1725, (99687181)",1
"Cliff, N. (9729889)","Round, J. (34044423)",1
"Cliff, N. (9729889)","Knapton, J. (76192869)",1
"Cliff, N. (9729889)","Bell, Andrew, -1720?, (210259891)",1
"Cliff, N. (9729889)","ARCHER, Joseph (bbti_1617)",1
"Cliff, N. (9729889)","STOKOE, Luke (bbti_66593)",1
"Cliff, N. (9729889)","NEWTON, William (bbti_50174)",1
"Cliff, N. (9729889)","PENN, Joseph (bbti_53643)",1
"Bowyer, W. (46815338)","KEBLE, Samuel (bbti_106556)",1
"Bowyer, W. (46815338)","GRIFFIN, C (bbti_28989)",1
"Bowyer, W. (46815338)","Clements, Henry (44350961)",1
"Bowyer, W. (46815338)","MEREDITH, John (bbti_46854)",1
"Bowyer, W. (46815338)","CHAPMAN, Thomas (bbti_13173)",1
"BROWN, Daniel (bbti_107361)","Lintott, Bernard (34509981)",1
"BROWN, Daniel (bbti_107361)","Tonson, Jacob (330654)",1
"BROWN, Daniel (bbti_107361)","LEWIS, William (bbti_42637)",1
"BROWN, Daniel (bbti_107361)","HORNE, Thomas (bbti_35104)",1
"BROWN, Daniel (bbti_107361)","BARKER, B. (benjaminbarker_0)",1
"BROWN, Daniel (bbti_107361)","BAKER, John (bbti_3052)",1
"BROWN, Daniel (bbti_107361)","SAWBRIDGE, George II (bbti_61088)",1
"BROWN, Daniel (bbti_107361)","BRISCOE, Samuel (bbti_9201)",1
"BROWN, Daniel (bbti_107361)","King, C. (7257114)",1
"BROWN, Daniel (bbti_107361)","CLARK, Samuel (bbti_13971)",1
"BROWN, Daniel (bbti_107361)","Castle, Edward (41737022)",1
"MOORE, Thomas (bbti_48210)","HARTLEY, John (bbti_31555)",1
"Read, J. (7287161)","WIGHT, F. (fwight_0)",1
"VALLANGE, Joannem (joannemvallange_0)","Mosman, George (68826401)",1
"VALLANGE, Joannem (joannemvallange_0)","MONCUR, Joannes (joannesmoncur_0)",1
"WARREN, Thomas (bbti_73278)","WILKIN, Richard (bbti_75857)",2
"WARREN, Thomas (bbti_73278)","CLAVELL, Roger (bbti_14312)",1
"WARREN, Thomas (bbti_73278)","ROBINSON, Joseph (bbti_113639)",1
"SAFYER, Edward (bbti_109518)","Clements, Henry (44350961)",1
"SAFYER, Edward (bbti_109518)","SPRINT, John (bbti_108120)",1
"SAFYER, Edward (bbti_109518)","Bettesworth, A. (36768263)",1
"SAFYER, Edward (bbti_109518)","BARNES, John (bbti_3974)",1
"SAFYER, Edward (bbti_109518)","MOUNT, J (bbti_48910)",1
"SAFYER, Edward (bbti_109518)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"SAFYER, Edward (bbti_109518)","GUY, Thomas (bbti_29496)",1
"SAFYER, Edward (bbti_109518)","GOUGE, John (bbti_28011)",1
"SAFYER, Edward (bbti_109518)","Brightland, John (42226579)",1
"RICHARDSON, William (bbti_58050)","TRACEY, Ebenezer (bbti_108820)",1
"NEWMAN, Hugh (bbti_50050)","Parkhurst, Thomas (13724886)",1
"NEWMAN, Hugh (bbti_50050)","KEBLE, William (bbti_39462)",1
"NEWMAN, Hugh (bbti_50050)","WALSH, John (bbti_72718)",1
"NEWMAN, Hugh (bbti_50050)","Round, J. (34044423)",1
"NEWMAN, Hugh (bbti_50050)","PUREEL, Mr (mrdpureel_0)",1
"NEWMAN, Hugh (bbti_50050)","GRIFFIN, Bennet (bbti_105722)",1
"SAWBRIDGE, George II (bbti_61088)","WELLS, George (bbti_114908)",2
"SAWBRIDGE, George II (bbti_61088)","BRISCOE, Samuel (bbti_9201)",1
"SAWBRIDGE, George II (bbti_61088)","ATKINS, Maurice (bbti_2178)",1
"SAWBRIDGE, George II (bbti_61088)","Sawbridge, George, active 1692-1711, (43885988)",1
"Lintott, Bernard (34509981)","Tonson, Jacob (330654)",1
"Lintott, Bernard (34509981)","LEWIS, William (bbti_42637)",1
"Lintott, Bernard (34509981)","HORNE, Thomas (bbti_35104)",1
"Lintott, Bernard (34509981)","Clements, Henry (44350961)",1
"Lintott, Bernard (34509981)","Ballard, Thomas, active 1698-1734. (72811927)",1
"Lintott, Bernard (34509981)","ROBINSON, Joseph (bbti_113639)",1
"Lintott, Bernard (34509981)","Tonson, Jacob (121291376)",1
"Lintott, Bernard (34509981)","Bettesworth, A. (36768263)",1
"Lintott, Bernard (34509981)","SPRINT, John (bbti_108120)",1
"Lintott, Bernard (34509981)","Round, J. (34044423)",1
"Lintott, Bernard (34509981)","BARNES, John (bbti_3974)",1
"BROWNE, Christopher (bbti_10228)","Norris, Thomas (29437883)",3
"WILKIN, Richard (bbti_75857)","Kettilby, Walter (36782743)",2
"WILKIN, Richard (bbti_75857)","Leake, J. (34343718)",1
"WILKIN, Richard (bbti_75857)","POWELL, Elizabeth (bbti_55498)",1
"WILKIN, Richard (bbti_75857)","LEIGH, T. (thomasleigh_0)",1
"PEMBERTON, John (bbti_53584)","Tonson, Jacob (330654)",3
"PEMBERTON, John (bbti_53584)","LINTOT, Joshua (bbti_42947)",3
"HARTLEY, Robert (bbti_31571)","HARTLEY, John (bbti_31555)",1
"HARTLEY, Robert (bbti_31571)","Tonson, Jacob (121291376)",1
"Taylor, W. (1565494)","Midwinter, Daniel, active 1698-1725, (99687181)",1
"Taylor, W. (1565494)","Round, J. (34044423)",1
"Taylor, W. (1565494)","Knapton, J. (76192869)",1
"Taylor, W. (1565494)","Bell, Andrew, -1720?, (210259891)",1
"Taylor, W. (1565494)","Clements, Henry (44350961)",3
"Taylor, W. (1565494)","PARKER, Richard (bbti_52439)",2
"Taylor, W. (1565494)","Tonson, Jacob (330654)",1
"Taylor, W. (1565494)",J. and P. Knapton (150016994),1
"Taylor, W. (1565494)","HOLLAND, James (bbti_108660)",1
"Taylor, W. (1565494)","King, C. (7257114)",1
"Taylor, W. (1565494)","Smith, R. (66368711)",1
"Taylor, W. (1565494)","Nutt, John, active 1691-1716, (NV23177)",1
"Taylor, W. (1565494)","BARKER, B. (benjaminbarker_0)",1
"Taylor, W. (1565494)","HILDYARD, Francis (bbti_33426)",1
"BASSET, Richard (bbti_4498)","CHANTRY, John (bbti_13063)",1
"BASSET, Richard (bbti_4498)","Browne, Simon, 1680-1732. (21111023)",1
"POWELL, Elizabeth (bbti_55498)","BAKER, Thomas (bbti_3113)",1
"Kettilby, Walter (36782743)","Leake, J. (34343718)",2
"Kettilby, Walter (36782743)","CLAVELL, Robert (bbti_107777)",1
"Clements, Henry (44350961)","SPRINT, John (bbti_108120)",1
"Clements, Henry (44350961)","Bettesworth, A. (36768263)",1
"Clements, Henry (44350961)","BARNES, John (bbti_3974)",1
"Clements, Henry (44350961)","MOUNT, J (bbti_48910)",1
"Clements, Henry (44350961)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"Clements, Henry (44350961)","GUY, Thomas (bbti_29496)",1
"Clements, Henry (44350961)","GOUGE, John (bbti_28011)",1
"Clements, Henry (44350961)","Brightland, John (42226579)",1
"Clements, Henry (44350961)","PARKER, Richard (bbti_52439)",2
"Clements, Henry (44350961)","Tonson, Jacob (330654)",1
"Clements, Henry (44350961)",J. and P. Knapton (150016994),2
"Clements, Henry (44350961)","PEISLEY, Anthony (anthonypeisley_0)",1
"Clements, Henry (44350961)","King, C. (7257114)",1
"Clements, Henry (44350961)","Smith, R. (66368711)",1
"Clements, Henry (44350961)","Nutt, John, active 1691-1716, (NV23177)",1
"Clements, Henry (44350961)","BARKER, B. (benjaminbarker_0)",1
"Clements, Henry (44350961)","KEBLE, Samuel (bbti_106556)",1
"HARTLEY, John (bbti_31555)","Tonson, Jacob (121291376)",1
"HARTLEY, John (bbti_31555)","HARRISON, J (bbti_31247)",1
"HARTLEY, John (bbti_31555)","FREEMAN, William (bbti_105242)",1
"HARTLEY, John (bbti_31555)","CLEAVE, John (bbti_108083)",1
"HARTLEY, John (bbti_31555)","BOSVILLE, Alexander (bbti_7880)",1
"HARTLEY, John (bbti_31555)","BROWNE, Daniel I (bbti_10232)",1
"HARTLEY, John (bbti_31555)","COGGAN, Francis (bbti_14903)",1
"HARTLEY, John (bbti_31555)","PLACE, Edward (bbti_54789)",1
"HARTLEY, John (bbti_31555)","VINCENT, Robert (bbti_71765)",1
"SPRINT, Samuel (bbti_65515)","Blome, Richard, -1705. (90716242)",1
"CULLEN, John (bbti_17795)","YOUNG, John (bbti_78868)",1
"CULLEN, John (bbti_17795)","PEARSON, William (bbti_53370)",1
"Leach, D. (39337317)","Round, J. (34044423)",1
"Brocas, John (41726148)","MILNER, Jacob (jacobmilner_0)",1
"Brocas, John (41726148)","WARE, John (johnware_0)",1
"Marshall, William (51561432)","MARSHALL, Joseph (bbti_45421)",1
"Marshall, William (51561432)","Gailhard, J. (Jean) (69276833)",1
"Marshall, William (51561432)","MARSHALL, John (bbti_45404)",2
"Marshall, William (51561432)","Wight, Thomas, approximately 1640-1724. (295334507)",1
"Dawks, J. (63599288)","SPRINT, John (bbti_108120)",1
"Dawks, J. (63599288)","Ballard, Thomas, active 1698-1734. (72811927)",1
"Dawks, J. (63599288)","Boddington, Nicholas, active 1687-1717, (51636516)",1
"Dawks, J. (63599288)","GARRETT, John (bbti_26498)",1
"HAWES, William (bbti_31974)","Woodward, Josiah, 1660-1712. (28169860)",1
"HAWES, William (bbti_31974)","BRUDENELL, John (bbti_106112)",2
"YOUNG, John (bbti_78868)","PEARSON, William (bbti_53370)",2
"BROME, Charles (bbti_9392)","LEIGH, T. (thomasleigh_0)",1
"BROME, Charles (bbti_9392)","Bonwicke, Henry (73741053)",1
"BROME, Charles (bbti_9392)","CHAPMAN, Thomas (bbti_13173)",1
"BROME, Charles (bbti_9392)","MONCKTON, Philip (bbti_47943)",1
"BROME, Charles (bbti_9392)","CLAVELL, Robert (bbti_107777)",1
"BROME, Charles (bbti_9392)","Roycroft, Samuel (63894889)",1
"BROME, Charles (bbti_9392)","Brome, Charles, active 1687-1700, (76661281)",1
"BROME, Charles (bbti_9392)","Clavel, Robert (NV6184)",1
"BROME, Charles (bbti_9392)","Churchill, Awnsham, -1728, (100282981)",1
"Crouch, Samuel (56494757)","PARKER, Richard (bbti_52439)",1
"Crouch, Samuel (56494757)","CHANTRY, John (bbti_13063)",1
"Crouch, Samuel (56494757)","BLARE, J. (josblare_0)",1
"Buckley, S. (34509535)","Castle, Edward (41737022)",1
"JANEWAY, Richard II (bbti_37484)","DAVIS, Thomas (bbti_115534)",1
"GUNNE, Matthew (mathewgunne_0)","DOBSON, E. (eliphaldobson_0)",2
"Félibien, André, sieur des Avaux et de Javercy, 1619-1695. (61545569)","Redmayne, W. (61419541)",1
"PARKER, Richard (bbti_52439)",J. and P. Knapton (150016994),2
"PARKER, Richard (bbti_52439)","HARRIS, George (bbti_31021)",1
"PARKER, Richard (bbti_52439)","BONWICKE, Rebecca (bbti_7688)",3
"PARKER, Richard (bbti_52439)","FREEMAN, William (bbti_105242)",5
"PARKER, Richard (bbti_52439)","Tonson, Jacob (330654)",1
"PARKER, Richard (bbti_52439)","CHANTRY, John (bbti_13063)",1
"PARKER, Richard (bbti_52439)","King, C. (7257114)",1
"PARKER, Richard (bbti_52439)","Smith, R. (66368711)",1
"PARKER, Richard (bbti_52439)","Nutt, John, active 1691-1716, (NV23177)",1
"PARKER, Richard (bbti_52439)","BARKER, B. (benjaminbarker_0)",1
"MATTHEWS, John I (bbti_46080)","FAWCET, Francis (bbti_23760)",1
"MATTHEWS, John I (bbti_46080)","BREWSTER, Edward (bbti_106860)",1
"Tonson, Jacob (330654)","LEWIS, William (bbti_42637)",1
"Tonson, Jacob (330654)","HORNE, Thomas (bbti_35104)",1
"Tonson, Jacob (330654)","LINTOT, Joshua (bbti_42947)",3
"Tonson, Jacob (330654)",J. and P. Knapton (150016994),5
"Tonson, Jacob (330654)","AWNSHAM, --- (bbti_2465)",1
"Tonson, Jacob (330654)","CHURCHILL, John (bbti_13749)",1
"Tonson, Jacob (330654)","DAVIS, William (bbti_19047)",1
"Bonwicke, Henry (73741053)","CHAPMAN, Thomas (bbti_13173)",1
"Bonwicke, Henry (73741053)","MONCKTON, Philip (bbti_47943)",1
"BILL, Charles (charlesbill_3)","Gunne, M. (36818337)",1
"FIELD, T. (tfield_1)","STRAHAN, W. (wstrahan_2)",1
"FIELD, T. (tfield_1)","FULLER, J. (jfuller_3)",1
"FIELD, T. (tfield_1)","HAWES, L. (lhawes_2)",1
"FIELD, T. (tfield_1)","CLARK, Mr (mrwarrenclark_0)",1
"FIELD, T. (tfield_1)",J. F. and C. Rivington (168621963),1
"FIELD, T. (tfield_1)",E. and C. Dilly (155859883),1
"FIELD, T. (tfield_1)","COLLINS, B. (bcollins_2)",1
"FIELD, T. (tfield_1)","Longman, T. (12361047)",1
"FIELD, T. (tfield_1)","KEITH, G. (gkeith_8)",1
"FIELD, T. (tfield_1)","BUCKLAND, J. (jbuckland_0)",1
"FABIAN, M. (maryfabian_0)","Smith, R. (66368711)",1
"FABIAN, M. (maryfabian_0)","Cockerill, Thomas (44183431)",1
"CLAVELL, Robert (bbti_107777)","SAYES, Gul. (gulsayes_0)",1
"CLAVELL, Robert (bbti_107777)","Croom, George (54065151)",1
"CLAVELL, Robert (bbti_107777)","HOLLAND, James (bbti_108660)",1
"CLAVELL, Robert (bbti_107777)","HOTHAM, Matthew (bbti_35237)",1
"CLAVELL, Robert (bbti_107777)","SAYES, William (bbti_108679)",1
"CLAVELL, Robert (bbti_107777)","RAY, Josephum (josephumray_0)",1
"CLAVELL, Robert (bbti_107777)","Roycroft, Samuel (63894889)",1
"CLAVELL, Robert (bbti_107777)","Brome, Charles, active 1687-1700, (76661281)",1
"CLAVELL, Robert (bbti_107777)","Clavel, Robert (NV6184)",1
"CLAVELL, Robert (bbti_107777)","Churchill, Awnsham, -1728, (100282981)",1
"RECOMMENDED, R. (rcrecommended_0)",Latin and Greek (latinandgreek_0),1
"RECOMMENDED, R. (rcrecommended_0)","ENGLISH, vocabulary (vocabularyenglish_0)",1
"RECOMMENDED, R. (rcrecommended_0)","Knapton, Paul (NV37384)",1
"Roycroft, Samuel (63894889)","Brome, Charles, active 1687-1700, (76661281)",1
"Roycroft, Samuel (63894889)","Clavel, Robert (NV6184)",1
"Roycroft, Samuel (63894889)","Churchill, Awnsham, -1728, (100282981)",1
"TUCKY, Roger (rogertucky_0)","Lowndes, Samuel (2698233)",1
"SPRINT, John (bbti_108120)","Ballard, Thomas, active 1698-1734. (72811927)",3
"SPRINT, John (bbti_108120)","Bettesworth, A. (36768263)",1
"SPRINT, John (bbti_108120)","BARNES, John (bbti_3974)",1
"SPRINT, John (bbti_108120)","MOUNT, J (bbti_48910)",1
"SPRINT, John (bbti_108120)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"SPRINT, John (bbti_108120)","GUY, Thomas (bbti_29496)",1
"SPRINT, John (bbti_108120)","GOUGE, John (bbti_28011)",1
"SPRINT, John (bbti_108120)","Brightland, John (42226579)",1
"SPRINT, John (bbti_108120)","REDMAYNE, Edmund (bbti_107601)",1
"SPRINT, John (bbti_108120)","Round, J. (34044423)",1
"SPRINT, John (bbti_108120)","Parkhurst, Thomas (13724886)",1
"Bettesworth, A. (36768263)","BARNES, John (bbti_3974)",1
"Bettesworth, A. (36768263)","MOUNT, J (bbti_48910)",1
"Bettesworth, A. (36768263)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"Bettesworth, A. (36768263)","GUY, Thomas (bbti_29496)",1
"Bettesworth, A. (36768263)","GOUGE, John (bbti_28011)",1
"Bettesworth, A. (36768263)","Brightland, John (42226579)",1
"Bettesworth, A. (36768263)","WEBB, William (bbti_73978)",1
"Bettesworth, A. (36768263)","COLEBROOK, John (johncolebrook_0)",1
"EVERINGHAM, Elinor Mrs (bbti_23234)","ARCHER, Joseph (bbti_1617)",1
"EVERINGHAM, Elinor Mrs (bbti_23234)","Round, J. (34044423)",1
"King, C. (7257114)","CLARK, Samuel (bbti_13971)",1
"King, C. (7257114)","BARKER, B. (benjaminbarker_0)",2
"King, C. (7257114)","Smith, R. (66368711)",1
"King, C. (7257114)","Nutt, John, active 1691-1716, (NV23177)",1
"King, C. (7257114)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"Norris, Thomas (29437883)","DEACON, M (bbti_19371)",1
"CHANTRY, John (bbti_13063)",Johannem (johannem_1),1
"CHANTRY, John (bbti_13063)",Tribuli & Moletrinae (tribulimoletrinae_0),1
"CHANTRY, John (bbti_13063)","GWILLIM, Phillip (bbti_108090)",1
assigns of Richard and Edward Atkins (121292554),"COX, --- (bbti_16704)",1
"BARTLETT, Thomas (bbti_4361)","SLATTER, James (bbti_106998)",1
"ILIVE, Thomas (bbti_108069)","Parkhurst, Thomas (13724886)",1
"BAKER, John (bbti_3052)","Darby, John (311335919)",1
"PAWLETT, Edward II (bbti_53006)","NORTON, William (bbti_132756)",1
"Parkhurst, Thomas (13724886)","BOULTER, Whattoff (bbti_7972)",1
"Parkhurst, Thomas (13724886)","Lawson, Deodat. (7732747)",1
"Parkhurst, Thomas (13724886)","Cockerill, Thomas (44183431)",1
"Parkhurst, Thomas (13724886)","MARSHALL, John (bbti_45404)",1
"Parkhurst, Thomas (13724886)","N H, --- (bbti_49542)",1
"Parkhurst, Thomas (13724886)","BRUDENELL, John (bbti_106112)",1
"Parkhurst, Thomas (13724886)","BUNCE, Thomas (bbti_10853)",1
"Parkhurst, Thomas (13724886)","ROBINSON, Joseph (bbti_113639)",1
"SHEPHERD, Thomas (thomasshepheard_0)","Powell, S. (187519562)",1
"MEURE, Anthoine (Antonius) (bbti_47034)","BOWYER, Guillaume (guillaumebowyer_0)",1
"HOLLAND, James (bbti_108660)","HOTHAM, Matthew (bbti_35237)",1
"HOLLAND, James (bbti_108660)","SAYES, William (bbti_108679)",1
"PEISLEY, Anthony (anthonypeisley_0)",J. and P. Knapton (150016994),1
J. and P. Knapton (150016994),"HARRIS, George (bbti_31021)",1
J. and P. Knapton (150016994),"DAVIS, William (bbti_19047)",1
"KNOX, Mr (mrhenryknox_0)","VALLANGE, John (johnvallange_0)",1
"KNOX, Mr (mrhenryknox_0)","FREEBAIRN, Mr (mrdavidfreebairn_0)",1
"Place, J. (54032983)","Pennyman, John, 1628-1706. (20026170)",1
"Place, J. (54032983)","BATTERSBY, Winstanley (bbti_109409)",1
"PEARSON, William (bbti_53370)","Playford, Henry (42680649)",1
"HARRISON, J (bbti_31247)","FREEMAN, William (bbti_105242)",1
"HARRISON, J (bbti_31247)","CLEAVE, John (bbti_108083)",1
"HARRISON, J (bbti_31247)","BOSVILLE, Alexander (bbti_7880)",1
"HARRISON, J (bbti_31247)","BROWNE, Daniel I (bbti_10232)",1
"HARRISON, J (bbti_31247)","COGGAN, Francis (bbti_14903)",1
"HARRISON, J (bbti_31247)","PLACE, Edward (bbti_54789)",1
"HARRISON, J (bbti_31247)","VINCENT, Robert (bbti_71765)",1
"ARCHER, Joseph (bbti_1617)","STOKOE, Luke (bbti_66593)",1
"ARCHER, Joseph (bbti_1617)","NEWTON, William (bbti_50174)",1
"ARCHER, Joseph (bbti_1617)","Round, J. (34044423)",1
"MARSHALL, John (bbti_45404)","N H, --- (bbti_49542)",1
"KEBLE, William (bbti_39462)",Sam (sam_0),1
"Roberts, Robert (41745564)","Cockerill, Thomas (44183431)",1
"BONWICKE, Rebecca (bbti_7688)","FREEMAN, William (bbti_105242)",3
"STRAHAN, W. (wstrahan_2)","FULLER, J. (jfuller_3)",1
"STRAHAN, W. (wstrahan_2)","HAWES, L. (lhawes_2)",1
"STRAHAN, W. (wstrahan_2)","CLARK, Mr (mrwarrenclark_0)",1
"STRAHAN, W. (wstrahan_2)",J. F. and C. Rivington (168621963),1
"STRAHAN, W. (wstrahan_2)",E. and C. Dilly (155859883),1
"STRAHAN, W. (wstrahan_2)","COLLINS, B. (bcollins_2)",1
"STRAHAN, W. (wstrahan_2)","Longman, T. (12361047)",1
"STRAHAN, W. (wstrahan_2)","KEITH, G. (gkeith_8)",1
"STRAHAN, W. (wstrahan_2)","BUCKLAND, J. (jbuckland_0)",1
"MAXWELL, J. (johnmaxwell_0)","Senex, J. (13471693)",1
"HODGSON, Thomas (bbti_34152)","GIBSON, Robert (bbti_26983)",1
"HODGSON, Thomas (bbti_34152)","COGGAN, Francis (bbti_14903)",1
"HOWELL, Mary (maryhowell_0)","BAGFORD, John (bbti_2709)",1
"MEREDITH, John (bbti_46854)","CHAPMAN, Thomas (bbti_13173)",1
"FREEMAN, William (bbti_105242)","COGGAN, Francis (bbti_14903)",2
"FREEMAN, William (bbti_105242)","CLEAVE, John (bbti_108083)",1
"FREEMAN, William (bbti_105242)","BOSVILLE, Alexander (bbti_7880)",1
"FREEMAN, William (bbti_105242)","BROWNE, Daniel I (bbti_10232)",1
"FREEMAN, William (bbti_105242)","PLACE, Edward (bbti_54789)",1
"FREEMAN, William (bbti_105242)","VINCENT, Robert (bbti_71765)",1
"Darby, John (311335919)","THURLBOURN, Richard (richardthurlbourn_0)",1
"Leake, J. (34343718)","MEREDITH, Luke (bbti_127096)",1
"Leake, J. (34343718)","Mortlock, Henry (26078421)",1
"BARNES, John (bbti_3974)","MOUNT, J (bbti_48910)",1
"BARNES, John (bbti_3974)","BROWNE, Jonah (Jonas) (bbti_10273)",1
"BARNES, John (bbti_3974)","GUY, Thomas (bbti_29496)",1
"BARNES, John (bbti_3974)","GOUGE, John (bbti_28011)",1
"BARNES, John (bbti_3974)","Brightland, John (42226579)",1
"GOSLING, Robert (bbti_106365)","Keble, Samuel (61423499)",1
"Mount, Richard (68823052)","PAGE, Thomas (bbti_113830)",1
"Mount, Richard (68823052)","Price, Charles (44193460)",1
"Mount, Richard (68823052)",Jer (jer_0),1
"BRUDENELL, John (bbti_106112)","Round, J. (34044423)",1
"DOM, Dom (annodom_0)","Mosman, George (68826401)",2
"WOODWARD, John (bbti_110417)","BOROUGHS, R (bbti_7840)",1
"AWNSHAM, --- (bbti_2465)","CHURCHILL, John (bbti_13749)",1
"GIBSON, Robert (bbti_26983)","COGGAN, Francis (bbti_14903)",1
"WATSON, Jacobus (jacobuswatson_0)","FREEBAIRN, M. (mrobfreebairn_0)",1
"ROBERTS, Mary (maryroberts_0)","WALWYN, Herbert (bbti_72856)",1
"CLEAVE, John (bbti_108083)","BOSVILLE, Alexander (bbti_7880)",1
"CLEAVE, John (bbti_108083)","BROWNE, Daniel I (bbti_10232)",1
"CLEAVE, John (bbti_108083)","COGGAN, Francis (bbti_14903)",1
"CLEAVE, John (bbti_108083)","PLACE, Edward (bbti_54789)",1
"CLEAVE, John (bbti_108083)","VINCENT, Robert (bbti_71765)",1
"CHAPMAN, Thomas (bbti_13173)","MONCKTON, Philip (bbti_47943)",1
"WALFORD, Benjamin (bbti_107857)","ATKINS, Maurice (bbti_2178)",1
"WALFORD, Benjamin (bbti_107857)","EATON, Joseph (josepheaton_0)",1
"WALFORD, Benjamin (bbti_107857)","TAYLOR, Randolph (bbti_68227)",1
"Humfreys, J. (24489154)","CHURCHILL, John (bbti_13749)",1
"EVETS, Edward (bbti_23263)","THORP, George (georgethorpe_0)",1
"REDMAYNE, Edmund (bbti_107601)","Ballard, Thomas, active 1698-1734. (72811927)",1
"WALE, Jeffrey (bbti_72157)","Senex, J. (13471693)",3
"WALE, Jeffrey (bbti_72157)","Price, C., (106875778)",1
"WALE, Jeffrey (bbti_72157)","BOSVILLE, Alexander (bbti_7880)",1
"WALSH, John (bbti_72718)","Randall, P. (NV26184)",1
"WALSH, John (bbti_72718)","HARE, John (bbti_125013)",1
"WALSH, John (bbti_72718)","Round, J. (34044423)",1
"WALSH, John (bbti_72718)","PUREEL, Mr (mrdpureel_0)",1
"HOTHAM, Matthew (bbti_35237)","SAYES, William (bbti_108679)",1
"D'Urfey, Thomas, 1653-1723. (5060938)","LEACH, Francis (bbti_41727)",1
"SMITH, Charles (bbti_63806)","BARKER, Anthony (bbti_3747)",1
"FULLER, J. (jfuller_3)","HAWES, L. (lhawes_2)",1
"FULLER, J. (jfuller_3)","CLARK, Mr (mrwarrenclark_0)",1
"FULLER, J. (jfuller_3)",J. F. and C. Rivington (168621963),1
"FULLER, J. (jfuller_3)",E. and C. Dilly (155859883),1
"FULLER, J. (jfuller_3)","COLLINS, B. (bcollins_2)",1
"FULLER, J. (jfuller_3)","Longman, T. (12361047)",1
"FULLER, J. (jfuller_3)","KEITH, G. (gkeith_8)",1
"FULLER, J. (jfuller_3)","BUCKLAND, J. (jbuckland_0)",1
"Price, Charles (44193460)",Jer (jer_0),2
"Price, Charles (44193460)","Senex, J. (13471693)",1
"Price, Charles (44193460)","MEAD, T (bbti_46514)",1
"DOBSON, E. (eliphaldobson_0)","WARE, John (johnware_0)",1
"MORTLOCK, George (bbti_48741)",Henry (henry_0),1
"Lloyd, E. (28551960)","Waters, E. (51577264)",1
"BOSVILLE, Alexander (bbti_7880)","BROWNE, Daniel I (bbti_10232)",1
"BOSVILLE, Alexander (bbti_7880)","COGGAN, Francis (bbti_14903)",2
"BOSVILLE, Alexander (bbti_7880)","PLACE, Edward (bbti_54789)",1
"BOSVILLE, Alexander (bbti_7880)","VINCENT, Robert (bbti_71765)",1
"BOSVILLE, Alexander (bbti_7880)","BASSES, R. (rbasses_0)",1
"Ballard, Thomas, active 1698-1734. (72811927)","ROBINSON, Joseph (bbti_113639)",1
"Smith, R. (66368711)","Cockerill, Thomas (44183431)",1
"Smith, R. (66368711)","Nutt, John, active 1691-1716, (NV23177)",1
"Smith, R. (66368711)","BARKER, B. (benjaminbarker_0)",1
"Smith, R. (66368711)","PLACE, Edward (bbti_54789)",1
"Midwinter, Daniel, active 1698-1725, (99687181)","Round, J. (34044423)",1
"Midwinter, Daniel, active 1698-1725, (99687181)","Knapton, J. (76192869)",1
"Midwinter, Daniel, active 1698-1725, (99687181)","Bell, Andrew, -1720?, (210259891)",1
"ADEY, Samuel (samueladey_0)","Sandys, Edwin, Jr., -1734, (19564723)",1
